Gemeindename,Einwohner  (2019),Veränderung in %  (2010-2019),Bevölkerungs-dichte pro km²  (2019),Ausländer in %  (2019),0-19 Jahre  (2019),20-64 Jahre  (2019),65 Jahre und mehr  (2019),Rohe Heiratssziffer  (2019),Rohe Scheidungsziffer  (2019),Rohe Geburtenziffer  (2019),Rohe Sterbeziffer  (2019),Anzahl Privathaushalte  (2019),Durchschnittliche Haushaltsgrösse in Personen  (2019),Leerwohnungs-ziffer  (2020),Neu gebaute Wohnungen pro 1000 Einwohner  (2018),FDP  (2019),CVP  (2019),SP  (2019),SVP  (2019),EVP/CSP  (2019),GLP  (2019),BDP  (2019),PdA/Sol.  (2019),GPS  (2019),Kleine Rechtsparteien  (2019),Berggebiet,GHM_Mean_2020
Arogno,992.0,4.092339979,116.9811320755,11.6935483871,17.1370967742,59.9798387097,22.8830645161,0.0,2.0263424519,10.1317122594,7.0921985816,435.0,2.2344827586,2.0527859238,0.0,18.0499845727,9.2255476705,15.8284480099,10.4597346498,0.0,0.9256402345,0.0,2.2832459118,19.3150262265,21.012033323,1,0.3012798253227682
Arosa,3145.0,-6.5101070155,20.3178499903,25.1510333863,13.5453100159,63.1796502385,23.2750397456,3.8240917782,1.2746972594,4.4614404079,8.9228808158,1663.0,1.8460613349,0.9895922198,3.1397174254,17.1821305842,8.9837997054,9.1556210113,37.6534118802,0.0,10.0147275405,10.4565537555,0.0,6.5537555228,0.0,1,0.1419570139571105
Arth,12154.0,13.5994018133,289.2432175155,29.0768471285,20.0016455488,63.3865394109,16.6118150403,4.2255271552,2.0713368408,8.8653216786,6.296863996,5105.0,2.3486777669,0.9075342466,7.4092784373,22.5313137198,19.2397320128,17.2443926595,33.09787358,0.4879114477,5.0393242062,0.0,0.0,2.359452374,0.0,1,0.364421019980131
Arzier-Le Muids,2807.0,22.9522558038,54.08477842,27.8232988956,24.1182757392,62.7360171001,13.1457071607,2.1798365123,1.0899182561,6.9028156222,1.8165304269,1063.0,2.6161806209,0.0,6.4006024096,20.6731135308,4.8732201325,10.8276859819,24.274727785,1.5152668849,14.5206731135,0.7766694586,2.7564151374,17.6121221351,0.6472245488,1,0.1884068972223789
Ascona,5497.0,0.1457460375,1110.5050505051,27.8333636529,14.2987083864,54.2295797708,31.4717118428,4.190198579,2.5505556568,5.2832938604,11.6596830024,2886.0,1.8665973666,2.6290165531,0.3614022407,28.8388661513,16.6894042747,8.3674397453,12.1267242686,0.0,1.4021524936,0.0,0.8640291041,16.636349856,12.2858875246,1,0.6153581142425537
Assens,1595.0,9.742857869101568,188.53427895981085,15.172413793060189,22.884012539170527,62.75862068969592,14.357366771133544,4.26140457045,2.86735252585,12.31952969655,2.82772830755,637.0,2.470978601345141,0.0,17.1992021018,27.843058705947964,6.872346854613793,14.875128306031035,26.20633299513542,0.7451110921507836,8.11813491439373,0.4683880814501567,2.827965835996552,10.500967551812852,0.1399616508605015,0,0.6342092401841107
Astano,299.0,2.7491408935,78.4776902887,14.381270903,16.0535117057,55.8528428094,28.0936454849,0.0,3.294892916,3.294892916,13.1795716639,151.0,1.9205298013,1.6393442623,0.0,7.8975453575,7.7908217716,14.8345784418,19.1035218783,0.0,3.7353255069,0.0,1.173959445,24.7598719317,12.5933831377,1,0.2532021522521973
Attalens,3562.0,22.4475764868,365.7084188912,17.5182481752,25.4070746771,61.4823133071,13.1106120157,3.388394748,1.129464916,11.012282931,4.235493435,1390.0,2.5338129496,0.5315614618,3.5016049022,11.1328472346,14.6185310333,22.087853459,22.070069358,4.6772185666,7.3270496176,0.3734661213,0.0,13.5159167704,0.3378979193,0,0.4308980148031104
Attinghausen,1750.0,10.829639012,37.3213904884,6.8,24.8571428571,59.1428571429,16.0,4.0287769784,0.5755395683,7.4820143885,6.3309352518,685.0,2.5211678832,0.7299270073,2.9222676797,0.0,47.9661016949,11.5254237288,38.3050847458,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0977832829278652
Attiswil,1513.0,14.1886792453,197.7777777778,9.980171844,17.5809649703,59.0879048249,23.3311302049,1.9880715706,1.9880715706,5.9642147117,13.2538104705,686.0,2.1836734694,2.2756005057,24.8104755341,9.8705085327,1.5521824886,11.9543778407,43.9670697196,1.8780550553,6.2087299545,9.7504502187,0.1715118772,9.2273389932,1.4578509562,0,0.4795442611452133
Au (SG),7809.0,11.6688116688,1679.3548387097,35.5487258292,19.2598284031,61.9157382507,18.8244333461,4.3595332735,1.923323503,8.9755096807,8.719066547,3528.0,2.1941609977,4.6634736577,19.9422723695,14.4793865985,19.5521724636,11.5179464385,34.281586843,1.0667851984,7.7675297255,0.8778753195,0.0,8.9121013446,0.9389932215,0,0.7872122714394018
Aubonne,3807.0,8.9894073862,265.4811715481,31.3370107696,22.6162332545,61.5182558445,15.865510901,4.2205222896,2.9016090741,10.287523081,6.0670007913,1572.0,2.391221374,0.4939626784,0.0,28.0069949178,2.6668123941,17.3233510028,15.6238045795,1.9345319416,9.934969124,0.4809005957,2.147658342,18.7496584513,0.4972949341,0,0.5207634467583198
Auboranges,282.0,6.4150943396,146.1139896373,8.865248227,24.1134751773,62.4113475177,13.475177305,7.0052539405,7.0052539405,14.0105078809,3.5026269702,107.0,2.6261682243,0.8849557522,17.5438596491,14.1843971631,19.8581560284,20.0354609929,29.2553191489,1.7730496454,5.1418439716,1.0638297872,0.0,7.4468085106,0.8865248227,0,0.4730505174206149
Auenstein,1605.0,5.2459016393,282.5704225352,12.523364486,18.5046728972,61.5576323988,19.937694704,5.0203953561,2.5101976781,3.1377470976,6.2754941952,712.0,2.2359550562,0.5174644243,18.4595798854,17.2592592593,4.9206349206,14.1693121693,32.2222222222,6.0211640212,11.2169312169,3.5343915344,0.0,7.8518518519,0.1693121693,0,0.522273430457482
Augst,1042.0,20.3233256351,631.5151515152,23.0326295585,13.7236084453,60.556621881,25.7197696737,5.8083252662,2.9041626331,9.6805421104,11.6166505324,526.0,1.9524714829,0.8517887564,13.8476755687,16.7800453515,7.8911564626,19.6825396825,26.2131519274,2.4036281179,6.6666666667,1.5873015873,0.0,18.7755102041,0.0,0,0.7977636655171713
Ausserberg,633.0,-1.09375,42.1718854097,7.8988941548,16.7456556082,57.6619273302,25.5924170616,3.1771247021,1.5885623511,9.5313741064,9.5313741064,269.0,2.3494423792,2.1176470588,14.4462279294,0.9591474245,59.6447602131,7.7442273535,26.5719360568,0.0,0.9236234458,0.0,0.0,4.1207815275,0.0,1,0.2478802312953838
Auswil,440.0,-4.1394335512,95.2380952381,2.2727272727,18.4090909091,62.2727272727,19.3181818182,6.8259385666,0.0,9.1012514221,9.1012514221,195.0,2.2205128205,0.4464285714,0.0,4.3421736869,0.1560062402,5.0442017681,51.3780551222,2.7041081643,2.9381175247,11.1544461778,0.0,9.2043681747,7.8263130525,0,0.4095466564863156
Autigny,796.0,15.5297532656,127.9742765273,16.0804020101,21.8592964824,65.5778894472,12.5628140704,7.5376884422,1.256281407,12.5628140704,6.2814070352,317.0,2.4889589905,1.4084507042,6.3051702396,17.0424403183,15.1193633952,20.0265251989,23.2095490716,4.1777188329,4.774535809,0.5968169761,0.0,11.6710875332,0.6631299735,0,0.441900405883789
Auw,2144.0,26.2661955241,250.4672897196,19.1231343284,27.9384328358,60.6343283582,11.427238806,4.6500813764,1.3950244129,9.3001627528,4.1850732388,812.0,2.6120689655,2.3755656109,2.3696682464,7.5811812836,25.8501661979,6.162106878,38.8519560215,3.7202761442,5.9831245206,3.4006647916,0.0,6.5839938635,0.2556890821,0,0.500893857744005
Avegno Gordevio,1512.0,10.2040816327,55.3440702782,9.5238095238,21.2962962963,58.5978835979,20.1058201058,1.3201320132,0.0,10.5610561056,5.9405940594,616.0,2.4107142857,0.5045408678,8.1135902637,13.8465094776,23.2547387887,14.9329634767,10.0785945446,0.0,1.2482662968,0.0,1.5025427647,20.3421174295,10.9338881184,1,0.1762600031373727
Avenches,4295.0,28.9015606242,220.5957883924,36.6006984866,21.9091967404,61.6065192084,16.4842840512,4.6571195715,2.5614157643,10.0128070788,6.5199674002,1834.0,2.2688113413,4.3722943723,9.9809885932,21.3734198838,2.4393577041,25.8968226853,25.0085411684,2.3436966177,6.737273659,0.4236419542,1.5784079262,10.5295524428,2.282200205,0,0.6220558694323653
Avers,171.0,0.5882352941,1.8363402062,5.2631578947,18.7134502924,54.3859649123,26.9005847953,5.8997050147,0.0,17.6991150442,29.4985250737,75.0,2.2666666667,2.7906976744,0.0,7.6517150396,8.4432717678,14.7757255937,29.2875989446,0.0,9.234828496,29.2875989446,0.0,1.3192612137,0.0,1,0.0242582389740112
Avry,1925.0,12.9032258065,330.1886792453,20.7792207792,23.4285714286,61.8181818182,14.7532467532,4.6801872075,2.0800832033,11.4404576183,3.6401456058,749.0,2.562082777,0.9864364982,15.4255319149,25.226549106,12.6377663483,20.9649767328,14.7440607397,5.1432770022,6.8087190791,0.1714425667,0.0,12.4418319863,0.1469507715,0,0.6082261608492944
Avully,1712.0,-1.6091954023,370.5627705628,17.1728971963,22.9556074766,60.9228971963,16.1214953271,5.765350245,1.153070049,9.224560392,5.1888152205,659.0,2.5766312595,0.2688172043,0.0,11.1858190709,4.9307253464,18.3170334148,15.4034229829,0.32599837,6.8459657702,0.1833740831,8.7000814996,26.9763651182,5.4604726976,0,0.6324751236859489
Avusy,1401.0,1.6690856313,270.9864603482,11.9200571021,22.0556745182,61.2419700214,16.7023554604,2.1299254526,0.0,3.5498757543,6.3897763578,490.0,2.8448979592,0.5464480874,0.0,18.9854531891,17.3256247669,9.2129802313,11.0966057441,0.1491980604,7.01230884,0.3170458784,3.3196568445,25.3077209996,5.5762775084,0,0.6579025359380812
Ayent,4094.0,13.5330005546,74.2473703301,12.5061064973,19.5896433806,56.1797752809,24.2305813385,3.9254170756,2.208047105,8.5868498528,10.7948969578,1823.0,2.2084476138,0.4712301587,15.5974842767,14.6109781742,23.9721557538,28.1342904793,14.7777536074,1.2834457255,0.5510840403,0.0,0.0,14.0816474512,0.0,1,0.1897241583776689
Baar,24617.0,12.989397347,990.6237424547,30.2920745826,20.1364910428,63.0946094163,16.768899541,4.8894774371,1.8742996842,11.6125089131,6.6007945401,10719.0,2.272600056,0.5309426408,2.2202121536,13.2715468574,22.6947685359,10.0489273617,28.1990967256,0.6774557772,5.3726006775,0.0,0.0,19.7356040647,0.0,0,0.5935751455801505
Bachenbülach,4180.0,7.5933075933,969.837587007,24.7846889952,21.1004784689,58.3971291866,20.5023923445,4.5536249251,2.8759736369,11.0245656081,7.1899340923,1781.0,2.327905671,0.5901287554,3.6460865338,20.5547772485,3.6592883161,13.5135892407,31.4289717008,4.7912580555,11.9108994116,1.8828803586,0.1260857383,9.232277949,2.2807509106,0,0.6067685409330986
Bachs,592.0,3.1358885017,64.8411829135,13.3445945946,17.9054054054,60.6418918919,21.4527027027,5.1194539249,1.7064846416,1.7064846416,8.5324232082,244.0,2.3975409836,0.0,10.1180438449,3.6781335555,1.0832043804,9.1774788716,54.5887394358,1.3569813117,7.6300440424,1.6069515534,0.0119033448,14.5101773598,6.094512558,0,0.3994625710152291
Bad Ragaz,6264.0,17.1060011217,246.6141732283,29.4859514687,17.2413793103,62.180715198,20.5779054917,5.0137473718,2.1025392204,9.0570920265,7.2780203785,2941.0,2.0863651819,1.4647887324,9.285834881,16.6263254956,20.4817888428,8.4774089442,30.6304748732,0.9566620562,9.520516367,1.3485477178,0.0,9.560857538,1.0258183495,1,0.3489973025214403
Bad Zurzach,4365.0,5.511240029,669.4785276074,38.6254295533,17.0217640321,58.8087056128,24.1695303551,5.971520441,0.9186954525,8.2682590721,9.4166283877,1976.0,2.173582996,1.1652999568,27.817067421,12.0216773511,16.1390522768,17.9366862732,31.0554490781,1.1962196814,6.5560769282,2.9211552442,0.0,9.2194831802,0.6344590576,0,0.5944059035357308
Baden,19547.0,9.0244854705,1484.2065299924,26.7867191896,17.762316468,65.9538548115,16.2838287205,5.9142688164,2.1085654041,10.9542544164,7.8171205225,9317.0,2.071052914,0.7217473884,4.5893089961,14.8236552537,9.4001010231,24.3762813593,14.7345172185,2.4859607595,13.5638376895,2.1987382016,0.0,15.4327651609,0.266423683,0,0.6403622493565639
Baldingen,266.0,-8.5910652921,94.3262411348,11.6541353383,16.5413533835,69.9248120301,13.5338345865,3.7664783427,0.0,3.7664783427,0.0,105.0,2.5142857143,4.2016806723,7.662835249,18.2366239638,10.851544838,10.6254709872,38.9600602864,0.6028636021,4.5214770158,4.7475508666,0.0,9.3443858327,0.0,0,0.4669009617396763
Balerna,3270.0,-2.3589131084,1292.4901185771,26.5443425076,16.7278287462,58.9908256881,24.2813455657,2.1416551935,1.5297537097,4.8952118709,10.7082759676,1579.0,2.0316656111,4.289276808,11.0612855007,17.5246826516,20.2867889046,14.4804889516,9.1913493183,0.0,0.1057827927,0.0,0.9637987776,14.7743300423,18.2534085567,0,0.9008626693334336
Balgach,4891.0,11.0077167499,750.1533742331,24.1054998978,19.5256593744,64.322224494,16.1521161317,4.3348126742,1.8577768604,12.1787594179,7.8439467437,2115.0,2.28321513,1.8310445277,8.3870967742,16.6164132145,21.7750393288,10.6253277399,30.5584687992,1.0159937074,8.3049292082,0.4457262716,0.0,8.9538542213,0.9570005244,0,0.5625900062354835
Ballaigues,1108.0,19.6544276458,122.2958057395,19.3140794224,22.6534296029,55.5054151625,21.8411552347,0.9208103131,0.0,11.97053407,11.97053407,474.0,2.2700421941,6.0034305317,2.7472527473,19.110707804,2.5408348457,20.5263157895,29.056261343,2.0508166969,6.0980036298,0.3448275862,2.5408348457,14.3012704174,1.1070780399,1,0.3193190892537434
Ballens,542.0,24.0274599542,64.1420118343,21.4022140221,24.1697416974,59.2250922509,16.6051660517,9.2678405931,1.8535681186,9.2678405931,1.8535681186,216.0,2.5046296296,0.0,22.9007633588,27.103403982,1.5735388568,17.2125883109,30.1541425819,1.1560693642,8.5741811175,0.0642260758,2.6332691073,7.9961464355,0.4495825305,0,0.4401000051787405
Ballwil,2710.0,7.3692551506,309.007981756,7.3800738007,23.5793357934,59.926199262,16.4944649446,4.7497259773,3.2882718305,8.7687248813,4.3843624406,1101.0,2.4423251589,0.4295532646,2.1536252692,13.1569985242,32.2738108752,7.957770462,32.4781473493,0.3405607901,5.8689976161,0.0,0.0,6.9247360654,0.1702803951,0,0.5254219264200289
Balm bei Günsberg,209.0,10.582010582,38.2084095064,8.6124401914,18.1818181818,62.2009569378,19.6172248804,4.8309178744,4.8309178744,19.3236714976,0.0,85.0,2.3647058824,1.1235955056,0.0,20.0,16.3333333333,13.6666666667,24.5,0.1666666667,13.0,5.1666666667,0.0,4.6666666667,0.0,1,0.3007859547932943
Balsthal,6239.0,8.0907830908,397.1355824316,33.9156916172,21.6380830261,59.7852219907,18.5766949832,3.8834951456,1.6181229773,8.2524271845,8.0906148867,2651.0,2.3225198038,2.7906976744,5.0869707909,21.7031831335,20.3699875982,12.4224886317,31.1078958247,0.9404712691,5.1984291029,1.3435303845,0.0,5.8185200496,0.4754030591,1,0.4362414202352208
Baltschieder,1331.0,10.0909842845,42.4696873006,8.4147257701,23.2907588279,62.8850488355,13.8241923366,3.0086498684,0.0,5.2651372697,3.7608123355,512.0,2.583984375,1.0563380282,2.2658610272,2.3330283623,52.241537054,8.3257090576,31.4958828911,0.0228728271,1.5096065874,0.0,0.0,3.7740164684,0.0,1,0.0660534892899106
Bannwil,661.0,-1.7830609212,138.2845188285,8.4720121029,20.4236006051,58.6989409985,20.8774583964,6.015037594,3.007518797,4.5112781955,13.5338345865,294.0,2.2176870748,0.5970149254,2.9368575624,7.6983349657,0.666013712,16.2977473066,44.7012732615,1.7238001959,3.819784525,11.9686581783,0.8814887365,6.4250734574,1.5670910872,0,0.5377405484517416
Bardonnex,2277.0,3.7357630979,455.4,23.0127360562,21.1682037769,58.3662714097,20.4655248134,3.0594405594,3.9335664336,7.8671328671,3.4965034965,874.0,2.5743707094,0.572519084,11.7381489842,19.1587586561,16.0425750192,9.1177224929,12.1826109259,0.487304437,4.526801744,0.3334188253,4.8602205694,26.0836111824,4.526801744,0,0.7492977235375381
Bargen (BE),1025.0,4.5918367347,130.4071246819,9.2682926829,21.0731707317,59.7073170732,19.2195121951,2.9644268775,0.9881422925,10.8695652174,6.9169960474,418.0,2.3899521531,3.2537960954,1.982160555,3.4550953932,0.6979990693,12.7850162866,40.3094462541,4.7696603071,6.2354583527,14.006514658,0.1163331782,9.8068869242,4.2345276873,0,0.6031976318359376
Bargen (SH),312.0,20.4633204633,37.7267230955,23.0769230769,11.2179487179,71.4743589744,17.307692307700002,9.6,3.2,6.4,9.6,147.0,2.1020408163,6.432748538,3.2679738562,3.90625,1.953125,19.140625,58.984375,0.0,6.25,0.0,0.0,5.859375,2.734375,0,0.3152607188505285
Bas-Intyamon,1549.0,39.0484739677,46.4607078584,19.8837959974,23.9509360878,61.6526791478,14.3963847644,7.992007992,1.998001998,9.99000999,8.658008658,645.0,2.3751937984,2.2038567493,25.2343186734,20.6307977737,22.745825603,20.853432282,17.2170686456,2.0408163265,4.7124304267,0.1113172542,0.0,9.4619666048,0.9276437848,1,0.1612987447928678
Basadingen-Schlattingen,1829.0,7.9056047198,117.0185540627,15.0902132313,21.1044286495,60.4155276107,18.4800437397,3.8188761593,2.1822149482,8.7288597927,8.1833060556,752.0,2.4188829787,2.2727272727,3.291278113,6.286080821,8.7235407312,11.1289288005,47.2738935215,1.1866581142,8.402822322,2.5978191148,0.0,12.2514432328,2.1488133419,0,0.5016708974763164
Basel,173232.0,6.1366532693,7263.3962264151,37.9554585758,16.8935300637,64.0764985684,19.0299713679,5.1810472083,2.0434744855,10.8946713364,10.2926278619,87344.0,1.9180710753,0.9549266664,4.4544728388,20.3418074021,4.1344771829,34.0316205534,11.2845849802,1.4902982393,5.5636902623,0.3831297161,0.0,19.4026230686,0.194933525,0,0.8711685543009977
Basse-Allaine,1238.0,-5.2792654935,53.7326388889,9.1276252019,21.7285945073,52.9886914378,25.2827140549,4.0518638574,0.8103727715,8.1037277147,15.397082658,538.0,2.2862453532,2.1551724138,0.8250825083,13.7579617834,40.127388535,23.5668789809,11.7197452229,3.821656051,0.0,0.0,0.0,7.0063694268,0.0,0,0.4487410730012848
Bassersdorf,11824.0,6.7437031687,1309.4130675526,24.949255751,20.7797699594,62.7621786198,16.4580514208,4.5085279231,1.9565309855,10.6333205733,6.9754582961,4997.0,2.3460076046,0.9516700877,4.8048048048,13.5683862308,4.2349683461,17.3309236184,32.9243159263,3.4031939292,12.2916600611,2.3780081803,0.3297504677,8.959277931,3.3144149571,0,0.6691981578033243
Bassins,1386.0,21.6856892011,66.7308618199,22.8715728716,25.468975469,62.2655122655,12.2655122655,3.663003663,1.4652014652,8.7912087912,3.663003663,529.0,2.6143667297,0.0,8.8823094004,17.5460813283,2.9407626284,17.3350218095,22.7240748558,1.561840439,13.2404671451,0.984944421,1.4492753623,20.1210074574,0.1266357113,1,0.2025047576356076
Baulmes,1042.0,5.0403225806,46.3111111111,15.547024952,20.4414587332,60.9404990403,18.6180422265,6.7665538908,2.8999516675,8.6998550024,7.7332044466,462.0,2.2532467532,2.4809160305,0.946969697,10.8497598145,0.82822594,18.78416432,29.5676660593,1.0104356468,4.4724200762,0.3809839324,4.1908232566,26.0559880735,0.6791452708,1,0.2744481874548871
Bauma,4873.0,7.5717439294,165.018625127,15.5345782885,20.2749846091,61.6458034065,18.0792119844,3.2526936369,2.0329335231,8.5383207969,8.3350274446,2074.0,2.3177434908,1.287001287,1.8222312209,5.3464345062,3.1229679936,10.8789104833,44.1460154613,8.6861498447,7.5969944368,1.5569684271,0.3016400549,9.4989523878,7.3423163066,0,0.3237177005484084
Bavois,951.0,25.2964426877,101.7112299465,14.7213459516,23.0283911672,65.5099894848,11.4616193481,2.1141649049,2.1141649049,15.8562367865,2.1141649049,404.0,2.349009901,0.6666666667,7.5593952484,17.4969123096,1.4820913956,20.7904487443,28.1185673117,1.2968299712,6.7929188967,0.6381226842,4.6727048168,16.7558666118,0.144092219,0,0.5910520366593903
Beatenberg,1196.0,4.4541484716,41.0010284539,17.0568561873,16.0535117057,54.8494983278,29.0969899666,3.3458803848,1.6729401924,5.0188205772,13.3835215391,601.0,1.9051580699,3.4418022528,4.9668874172,4.7476310191,0.9282537227,8.20924386,46.4900406111,5.2310964997,5.0763875459,5.5985302649,0.2320634307,10.9069812415,6.343067105,1,0.1777206969311575
Beckenried,3697.0,11.4897466828,152.4536082474,12.6589126319,19.9621314579,60.6708141737,19.3670543684,4.6139231917,1.6284434794,8.9564391369,5.699552178,1608.0,2.2686567164,3.3906882591,0.0,0.0,33.5182250396,0.0,66.4817749604,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1984980034105705
Bedano,1545.0,7.4408901252,826.2032085562,15.4045307443,22.2653721683,59.1585760518,18.5760517799,2.5839793282,0.645994832,5.8139534884,7.7519379845,609.0,2.5155993432,0.8708272859,0.6485084306,18.3170731707,12.1463414634,13.5609756098,18.8536585366,0.0,0.1707317073,0.0,0.3902439024,9.9512195122,22.1463414634,1,0.6332538746021412
Bedigliora,611.0,-2.24,237.7431906615,11.2929623568,17.6759410802,60.7201309329,21.6039279869,3.2362459547,1.6181229773,6.4724919094,8.0906148867,255.0,2.3333333333,0.7092198582,0.0,10.361575823,16.1899622234,16.6216945494,14.6788990826,0.0,1.9427954668,0.0,2.104695089,17.539125742,15.1106314085,1,0.4108711800924161
Bedretto,106.0,65.625,1.4097619364,12.2641509434,6.6037735849,63.2075471698,30.1886792453,0.0,9.2592592593,0.0,18.5185185185,58.0,1.6896551724,0.5154639175,0.0,12.9807692308,31.9711538462,9.375,19.7115384615,0.0,0.0,0.0,0.0,1.2019230769,24.2788461538,1,0.0449182146546468
